iucn_sid,code,title,timing,scope,severity,score,invasive,score_num
191108,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
191108,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
192284,5.4,Fishing & harvesting aquatic resources,Ongoing,Whole (>90%),Very Rapid Declines,High Impact: 9,NA,9
192284,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Whole (>90%),Very Rapid Declines,High Impact: 9,NA,9
192286,5.4,Fishing & harvesting aquatic resources,Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,NA,7
192286,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,NA,7
192406,5.4,Fishing & harvesting aquatic resources,Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,NA,8
192406,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,NA,8
192406,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,NA,8
192469,5.4,Fishing & harvesting aquatic resources,Ongoing,Whole (>90%),No decline,Medium Impact: 6,NA,6
192469,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Whole (>90%),No decline,Medium Impact: 6,NA,6
192514,5.4,Fishing & harvesting aquatic resources,Ongoing,Whole (>90%),No decline,Medium Impact: 6,NA,6
192514,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Whole (>90%),No decline,Medium Impact: 6,NA,6
192523,5.4,Fishing & harvesting aquatic resources,Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,NA,8
192523,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,NA,8
192541,5.4,Fishing & harvesting aquatic resources,Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,NA,8
192541,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,NA,8
192823,5.4,Fishing & harvesting aquatic resources,Ongoing,Whole (>90%),No decline,Medium Impact: 6,NA,6
192823,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Whole (>90%),No decline,Medium Impact: 6,NA,6
193700,5.4,Fishing & harvesting aquatic resources,Ongoing,Whole (>90%),NA,Medium Impact: 6,NA,6
193700,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Whole (>90%),NA,Medium Impact: 6,NA,6
193700,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Whole (>90%),NA,Medium Impact: 6,NA,6
195023,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,5
195023,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Minority (<50%),Causing/Could cause fluctuations,Low Impact: 5,NA,5
195100,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
195100,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
195292,5.4,Fishing & harvesting aquatic resources,Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,NA,7
195292,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,NA,7
195292,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,NA,7
195320,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
195320,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
195409,5.4,Fishing & harvesting aquatic resources,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA
195409,5.4,Fishing & harvesting aquatic resources,Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,NA,8
195409,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,NA,8
195409,5.4.2,Intentional use: (large scale) [harvest],Ongoing,Unknown,Rapid Declines,Unknown,NA,NA
195456,5.4,Fishing & harvesting aquatic resources,Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA
195456,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA
195503,5.4,Fishing & harvesting aquatic resources,Unknown,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
195503,5.4.1,Intentional use: (subsistence/small scale) [harvest],Unknown,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
197036,5.4,Fishing & harvesting aquatic resources,Ongoing,Whole (>90%),Causing/Could cause fluctuations,Medium Impact: 7,NA,7
197036,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Whole (>90%),Causing/Could cause fluctuations,Medium Impact: 7,NA,7
197277,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,6
197277,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,6
198580,5.4,Fishing & harvesting aquatic resources,Ongoing,NA,Causing/Could cause fluctuations,Low Impact: 4,NA,4
198580,5.4.2,Intentional use: (large scale) [harvest],Ongoing,NA,Causing/Could cause fluctuations,Low Impact: 4,NA,4
198707,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
198707,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
198920,5.4,Fishing & harvesting aquatic resources,Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA
198920,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA
198920,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Unknown,"Slow, Significant Declines",Unknown,NA,NA
198972,5.4,Fishing & harvesting aquatic resources,Unknown,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
198972,5.4.1,Intentional use: (subsistence/small scale) [harvest],Unknown,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
198973,5.4,Fishing & harvesting aquatic resources,Unknown,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
198973,5.4.1,Intentional use: (subsistence/small scale) [harvest],Unknown,Unknown,Causing/Could cause fluctuations,Unknown,NA,NA
14134315,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
14134315,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
16285718,5.4,Fishing & harvesting aquatic resources,Ongoing,Whole (>90%),Negligible declines,Medium Impact: 6,NA,6
16285718,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Whole (>90%),Negligible declines,Medium Impact: 6,NA,6
16727327,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),Very Rapid Declines,Medium Impact: 7,NA,7
16727327,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Minority (<50%),Very Rapid Declines,Medium Impact: 7,NA,7
17345844,5.4,Fishing & harvesting aquatic resources,Ongoing,Whole (>90%),No decline,Medium Impact: 6,NA,6
17345844,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Whole (>90%),No decline,Medium Impact: 6,NA,6
17367725,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,6
17367725,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,6
18435966,5.4,Fishing & harvesting aquatic resources,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA
18435966,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Unknown,Rapid Declines,Unknown,NA,NA
18584848,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
18584848,5.4.1,Intentional use: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
18584848,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
22680398,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
22680398,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
22680405,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22680405,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22680427,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
22680427,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
22692151,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
22692151,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
22693207,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),"Slow, Significant Declines",NA,NA,NA
22693207,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",NA,NA,NA
22693207,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",NA,NA,NA
22693216,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
22693216,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
22693216,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
22693251,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),"Slow, Significant Declines",NA,NA,NA
22693251,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",NA,NA,NA
22693251,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",NA,NA,NA
22693363,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
22693363,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
22693373,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22693373,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22693431,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
22693431,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
22693431,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
22693464,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),"Slow, Significant Declines",NA,NA,NA
22693464,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",NA,NA,NA
22693464,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",NA,NA,NA
22693770,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
22693770,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
22693770,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
22694160,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
22694160,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
22694286,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22694286,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22694296,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,6
22694296,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,6
22694313,5.4,Fishing & harvesting aquatic resources,Future,Majority (50-90%),Rapid Declines,Low Impact: 5,NA,5
22694313,5.4.4,Unintentional effects: (large scale) [harvest],Future,Majority (50-90%),Rapid Declines,Low Impact: 5,NA,5
22694324,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
22694324,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
22694452,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22694452,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22694502,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
22694502,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
22694552,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,6
22694552,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),Causing/Could cause fluctuations,Medium Impact: 6,NA,6
22694585,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22694585,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22694685,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22694685,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22694699,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
22694699,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
22694841,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22694841,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22694852,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22694852,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22694867,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
22694867,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
22694870,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22694870,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22694875,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22694875,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22694899,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
22694899,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22694899,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
22694899,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22694924,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
22694924,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
22694927,5.4,Fishing & harvesting aquatic resources,Ongoing,Unknown,Rapid Declines,Unknown,NA,NA
22694927,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Unknown,Rapid Declines,Unknown,NA,NA
22694934,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
22694934,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
22695105,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22695105,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22695121,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",NA,NA,NA
22695121,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",NA,NA,NA
22695147,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),"Slow, Significant Declines",NA,NA,NA
22695147,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",NA,NA,NA
22695163,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22695163,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22696599,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
22696599,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
22696606,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22696606,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22696657,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22696657,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22696668,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Rapid Declines,NA,NA,NA
22696668,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,NA,NA,NA
22696725,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),"Slow, Significant Declines",NA,NA,NA
22696725,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",NA,NA,NA
22696756,5.4,Fishing & harvesting aquatic resources,Ongoing,Whole (>90%),Negligible declines,Medium Impact: 6,NA,6
22696756,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Whole (>90%),Negligible declines,Medium Impact: 6,NA,6
22696766,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
22696766,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
22696806,5.4,Fishing & harvesting aquatic resources,Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,NA,8
22696806,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Whole (>90%),Rapid Declines,High Impact: 8,NA,8
22696810,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22696810,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22696846,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
22696846,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
22696853,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22696853,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22696894,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
22696894,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
22696898,5.4,Fishing & harvesting aquatic resources,Future,Majority (50-90%),"Slow, Significant Declines",Low Impact: 4,NA,4
22696898,5.4.4,Unintentional effects: (large scale) [harvest],Future,Majority (50-90%),"Slow, Significant Declines",Low Impact: 4,NA,4
22696907,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,6
22696907,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Minority (<50%),Rapid Declines,Medium Impact: 6,NA,6
22697012,5.4,Fishing & harvesting aquatic resources,Future,Minority (<50%),"Slow, Significant Declines",Low Impact: 3,NA,3
22697012,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Future,Minority (<50%),"Slow, Significant Declines",Low Impact: 3,NA,3
22697599,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
22697599,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
22697619,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
22697619,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
22697702,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),"Slow, Significant Declines",NA,NA,NA
22697702,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",NA,NA,NA
22697713,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
22697713,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
22697728,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22697728,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22697742,5.4,Fishing & harvesting aquatic resources,Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,NA,7
22697742,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,NA,7
22697755,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
22697755,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
22697776,5.4,Fishing & harvesting aquatic resources,Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,NA,7
22697776,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,NA,7
22697782,5.4,Fishing & harvesting aquatic resources,Ongoing,Whole (>90%),Negligible declines,Medium Impact: 6,NA,6
22697782,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Whole (>90%),Negligible declines,Medium Impact: 6,NA,6
22697793,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22697793,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22697800,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
22697800,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
22697805,5.4,Fishing & harvesting aquatic resources,Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
22697805,5.4,Fishing & harvesting aquatic resources,Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,NA,7
22697805,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Minority (<50%),"Slow, Significant Declines",Low Impact: 5,NA,5
22697805,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,NA,7
22697810,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
22697810,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Majority (50-90%),Rapid Declines,Medium Impact: 7,NA,7
22697817,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22697817,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22697822,5.4,Fishing & harvesting aquatic resources,Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22697822,5.4,Fishing & harvesting aquatic resources,Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,NA,7
22697822,5.4.3,Unintentional effects: (subsistence/small scale) [harvest],Ongoing,Majority (50-90%),"Slow, Significant Declines",Medium Impact: 6,NA,6
22697822,5.4.4,Unintentional effects: (large scale) [harvest],Ongoing,Whole (>90%),"Slow, Significant Declines",Medium Impact: 7,NA,7
