iucn_sid,dimension,text,codes,sciname,taxon
22694799,threats,"This species is harvested for food in Micronesia and Tokelau (Szabo 2013), although this is not thought to cause significant declines. House Rats  Rattus rattus &#160;and cats  Felis catus&#160; are thought to have been responsible for the extirpation of Black Noddy from Raoul Island (Szabo 2013) and remain a problem in the main Hawai’ian islands (Hawaii’s Comprehensive Wildlife Conservation Strategy 2005) and likely much of the rest of the noddy’s range. Invasive herbivores pose a threat through denudation of vegetation, with goats likely responsible for its extirpation on Malden Island (Gochfeld  et al . 2018). The denudation of Phillip Island by goats, before they died out in the early 1900s, and subsequent prevention of regrowth by rabbits, before their eradication in 1988, is likely to have contributed to their historical decline on this island (Priddel  et al . 2010). Increased SST has been demonstrated to reduce the provisioning rate at studied colonies in the Great Barrier Reef, and above a particular threshold of temperature reproductive success is nil (Chambers  et al . 2011). At present this impact appears restricted to a minority of the breeding population, and colonies have become established at new locations which may be related to adaption to climate impacts.",11.1,Anous minutus,birds
22694834,threats," Reproductive success is dramatically reduced during El&#160;Niño&#160;events: for example, all birds abandoned breeding attempts during the first part of 2014 at Punta San Juan (Merino 2017), but the population is capable of rebounding with sufficient time between events and in the absence of other threats. Mass reproductive failure can also be caused by rat predation, as recorded in Punta San Juan (Merino 2017). Cats are also present across much of the Inca Tern’s range and have been found to affect other birds, such as the Peruvian Diving-petrel&#160; Pelecanoides garnotii , but there is no evidence of a direct impact on the Inca Tern.      The Inca Tern has been recorded attending a commercial trawler (Weichler  et al.  2004) and as bycatch in the artisanal Peruvian drift-net fishery, indicating a level of mortality occurring in this poorly monitored fishery, but only a single individual was killed in 914 sets (Mangel 2012), suggesting that the level of this bycatch is relatively low. Heavy harvesting of Peruvian anchovy, and the subsequent reduction of anchovy stocks, is considered to have been sufficient to impact breeding success, though there appears little direct evidence of the relative influence of harvest levels versus El&#160;Niño&#160;impacts. Guano harvesting may have an effect on population dynamics. However, Inca Terns are very flexible and successful in using any kind of coverage, natural or artificial, for nesting and, as such, guano mining seems to have a negligible effect on the overall population.   ",11.3,Larosterna inca,birds
22694864,threats,"Certain colonies are vulnerable to oil spills and non-native predators (e.g. foxes), but the species's widespread distribution is thought to offset localised threats. Local declines have been recorded in colonies along the west coast of the U.S.A. (California, Oregon), attributed to oil pollution, human disturbance and warm-water years, while the steady decline in the Prince William Sound colony since 1972 is largely unaccounted for, though probably accentuated by the 1989 Exxon Valdez oil spill. Incidental capture in inshore gill-net fisheries is another cause of mortality, but likely only affecting colonies on a local scale (Nettleship  et al.  2018).",11.3,Cepphus columba,birds
22694906,threats,"Climate related trophic shifts appear to have led to considerable declines in the numbers of Parakeet Auklet in Prince William Sound (Agler&#160; et al.&#160; 1999), although whether populations are affected more widely in Alaska is unknown. Modern populations are considered likely to be much lower than in the 19th Century as a result of harvesting and the introduction of invasive predators to many islands for fur production (Nettleship  et al.  2018). Additionally, large numbers were previously killed in the particularly destructive high seas salmon drift-net fishery (DeGange and Day 1991), which was closed in the 1990s following improved regulation. Numbers affected today are much smaller with an estimate across all gear types of 36 auklets caught annually between 2007 and 2015 (Eich  et al.  2016), and this level of mortality is unlikely to impact populations. Similarly, a total of only 31 oiled individuals were recovered after the Exxon Valdez oil spill in 1989, with the climate driven trophic shift more likely to have impacted the population (Agler  et al.  1999).  Subsistence hunting takes place at Pribilof, St. Lawrence and Little Diomede Island, but mortality levels have not been quantified. Out of 24 studied seabirds in the North Pacific, this species ranked highest in mean number of plastic particles per bird (Robards&#160; et al. &#160;1995). The impacts of plastic ingestion are unknown, but birds collected at Buldir showed no relationship between number of plastic pellets in crop and body condition, chicks were not fed plastic by parents (Bond  et al.  2010) and no population impact has been demonstrated.  Some colonies are suspected of being affected by non-native predators with Arctic  Vulpes lagopus  and Red Foxes  V. vulpes  introduced on the Aleutian Islands for fur farming (Bailey 1993) and the accidental introduction of Rats  Rattus   rattus &#160;to many Alaskan islands. However the species continues to breed on islands where Arctic Foxes are native (Pribilof, St. Matthew and St. Lawrence) and the scattered nature of this species's colonies reduces the likelihood that a small number of predators could severely impact a colony.",11.3,Aethia psittacula,birds
22697782,threats,"The main threats are commercial fisheries, oceanographic changes, and oil spills (Mattern 2013). The Snares Islands are the site of a large squid fishery, which affects the Snares Penguin through resource competition (Ellis  et al.  1998; Crawford  et al.  2017) while bycatch in set net fisheries is also a known source of mortality (Crawford  et al.  2017). Both of these threats have the potential to drive significant declines, but do not seem to be doing so at present.  There are no introduced predators on the Snares Islands and consequently the possibility of the accidental introduction of mammals is a continual concern (Mattern 2013). The probability of colonisation is low due to the biosecurity measures in place and rats or mice, the most likely species to colonise appear to have minimal impact on other  Eudyptes  species. However, other members of the genus in the region have undergone considerable long-term declines ( E. sclateri ,  E. chrysocome ), perhaps due to oceanic warming and the associated change in distribution of prey species (Ellis&#160; et al. 1998, Morrison&#160; et al.&#160; 2015), hence continued monitoring of the population is essential.  ",11.1,Eudyptes robustus,birds
22697789,threats,"With a severe lack of data on the species it is difficult to assess what  causes population declines in the species (Davis 2013). The  absence of introduced terrestrial predators disrupting penguin  populations on the mainland points towards sea-based issues, which most  likely consist of changes in marine productivity due to ocean warming  and, potentially, fisheries interactions (Trathan  et al.  2015).  ",11.3,Eudyptes sclateri,birds
22697805,threats," Principle threats to Little Penguins are introduced predators, bycatch, habitat loss through coastal development, oil pollution, mortality through roadkill and human disturbance at breeding colonies (Chiaradia 2013, Dann 2013, Cannell  et al.  2016). Additionally, the impact of changing oceanic conditions appears to impact food availability and reproductive success (Voice  et al.  2006, Wu  et al.  2012). Introduced predators impact colonies throughout the range to varying extents, with significant mortality occurring particularly from domestic dogs  Canis familiaris , but impacts also noted from pigs  Sus domesticus , cats  Felis catus&#160; and Weka  Gallirallus australis . The species is assessed as being moderately at risk from bycatch in gillnets, although data is lacking (Crawford  et al.  2017). As such, recreational gillnets in some parts of the range appear to have the potential to cause considerable mortality (Crawford  et al.  2017). Some Tasmanian colonies have spatial closures (Lyle  et al.  2014), but many have no protection and large numbers of gillnets are registered on the island (Crawford  et al.  2017).      An additional challenge for this species is in the fast changing marine and terrestrial environment, particularly the rapidly warming sea of south Australia (Voice  et al.  2006, Wu  et al.  2012). In southwestern Australia, the warming sea has been associated with poorer breeding including lower fledging success, fewer chicks per pair and a lower mean mass of chicks at fledging (Cannell  et al.  2012). Penguins have been also shown to catch less prey in warmer conditions (Carroll  et al.  2016). Oceanographic change may lead to a mismatch between plankton and the small pelagic fish that are also penguin prey (Hinder  et al.  2013).    On land, increasing terrestrial temperatures in the spring and summer months can cause fatal hyperthermia in both chicks and adults (Cannell  et al.  2011,   2012,   2016). This is particularly relevant in those colonies where nesting occurs within the vegetation rather than in burrows, as a result of soft, sandy substrate.     Some of these pressures have been locally offset by a wide range of conservation efforts, such as the case of increasing population size at Phillip Island (Sutherland and Dann 2012), St Kilda (Preston  et al.  2010, Preston 2011), Manly (Carlile  et al.  2015), Oamaru (Agnew  et al.  2016). Sites without strong conservation measures have experienced severe decreases, and many known breeding colonies no longer exist (Dann 1994, Stevenson and Woehler 2007). ","11.1, 11.3",Eudyptula minor,birds
22697810,threats,"     Population declines have been attributed to food shortages resulting from shifts in the distributions of prey species, competition with commercial purse-seine fisheries and environmental fluctuations (e.g. Crawford  et al.  2011). A decrease in foraging effort at St Croix Island (Pichegru  et al.  2010) and an increase in chick survival and chick condition at Robben Island (Sherley  et al.  2015, Sherley 2016) following the establishment of 20 km no-take zones provides some support for this theory. In the early 2000s, there was an eastward shift in sardine and anchovy stocks, with the mature biomass of these species decreasing near the breeding islands north of Cape Town (Crawford  et al.  2011). The abundance of these prey species is known to influence breeding success (Crawford  et al.  2006, Sherley  et al.  2013b), adult survival (Sherley  et al.  2014a, Robinson  et al.  2015), and juvenile survival (Weller  et al.  2016), all of which may often be too low off South Africa’s west coast to maintain population equilibrium (Weller  et al.  2014, 2016). Western Cape populations declined by 69% between 2001-2009, considered at least partly due to this climate-induced shift in fish stocks. In Namibia, where sardine and anchovy are virtually absent from the foraging ranges of breeding penguins, breeding birds feed principally on the energy-poor Bearded Goby  Sufflogobius bibarbatus  (Ludynia  et al.  2010). Limited mortality in fishing nets may increase if gill-nets are set near colonies (Ellis  et al.  1998, Crawford  et al.  2017). Human disturbance and egg-collecting were important factors in the decline of the species in the early 20th century (Frost  et al.  1976b, Ellis  et al.  1998, Shannon and Crawford 1999). Egg collection is now illegal, but is still recorded in some areas of the African Penguin’s range. Guano collection was historically a major cause of disturbance at many colonies and the removal of guano deprived penguins of nest-burrowing sites, causing birds to nest on open ground where they are more vulnerable to heat stress resulting in the abandonment of nests, flooding of nests by rain, and increased predation (Frost  et al.  1976b, Shannon and Crawford 1999, Pichegru 2013, Kemper 2015). Both chronic oil pollution and individual large oil spill appear to have long-term significant impacts on colonies. Past mortality from oil spills has been serious (Wolfaardt  et al.  2009) and may increase if proposed development of harbours close to colonies proceeds. Most of the population is confined to areas that are near existing or planned major shipping ports (Nel and Whittington 2003, J. Kemper  pers. comm. ). There has been a dramatic increase in the number of birds oiled since 1990: two individual oil spills (in 1994 and 2000) killed 30,000 individuals, despite successful rehabilitation programmes (Nel and Whittington 2003, Wolfaardt  et al.  2008, 2009). Moreover, breeding success on Robben Island fell to 0.23 chicks per pair in 2000, compared with an average of 0.62 ±0.19 over the other 15 years from 1989 to 2004 (Crawford  et al.  2006). Rehabilitation does not necessarily prevent problems in the years after a spill. During 2001-2005, pairs involving at least one bird rehabilitated from the oil spill in 2000 achieved lower fledging success (43%) compared to unaffected pairs (61%) and those involving at least one bird affected by a previous oil spill (71%), mostly owing to higher mortality in older chicks (Barham  et al.  2007). This may indicate physiological or behavioural problems that reduce the parents' ability to meet the food requirements of older chicks, perhaps owing to the toxicity of the heavy oil in the 2000 spill; the effects of prolonged captivity; or the time between oiling and washing (Barham  et al.  2007). The Cape Fur Seal  Arctocephalus pusillus  competes with penguins for food, displaces them from breeding sites and imposes significant mortality at some colonies (Crawford  et al.  1989, Makhado  et al.  2013, Weller  et al.  2016, MFMR  unpubl. data ). Modelling of the interaction of multiple pressures on the colonies at Robben and Dyer Islands indicate that predation by Cape Fur Seals is a key driver in current population declines (Weller  et al.  2016). However, this was found to be in addition to immature emigration, suggesting there may be additional bottom-up pressures impacting the viability of colonies.            The potential effects of individual storms on breeding colonies at certain sites has been highlighted (de Villiers 2002) and, as such, the increased frequency and severity of storms may cause localised losses. Sharks take some birds at sea and Kelp Gulls  Larus dominicanus , dogs  Canis familiaris&#160; and feral cats  Felis catus  prey on eggs and chicks at colonies (Underhill &#160;et al.&#160; 2006, Pichegru 2013, Weller  et al.  2014, 2016). In some mainland colonies, predation by mongooses, leopards and caracals, or illegal egg collection may have notable impacts (e.g. Underhill  et al.  2006).     ",11.1,Spheniscus demersus,birds
22697885,threats," Delayed breeding and lowered reproductive output have already been noted as responses to increased variability in the climate regime, and future impacts are predicted to be greater (Carboneras  et al . 2018). ",11.1,Pagodroma nivea,birds
22728990,threats,"Food limitation has been shown to limit clutch size in some individuals, even in years of average and good food availability (Clifford and Anderson 2001). The collapse in sardine populations around the Galápagos Islands caused the boobies to shift to feeding on lower quality flying fish, leading to a halving of annual breeding success and causing the population to start to decline (Tompkins  et al.  2017). Predictions of rapid further warming around the Galápagos Islands would result in sardines being permanently excluded from the masked booby's foraging range, preventing the growth rate from recovering (Tompkins  et al.  2017).",11.3,Sula granti,birds
45433088,threats,"     Traditional harvesting  – In Kenya, the indigenous Pokomo people have eaten crocodile meat and eggs, but the increasing Pokomo population is placing additional pressure on  Crocodylus niloticus   numbers (D. Haller pers. comm. 2016). Uncontrolled use of crocodiles for traditional medicine such as blood, fat, brains and other organs is posing&#160; pressures on some  C. niloticus  populations (Combrink  et al.   2011).   Human-crocodile conflict  –  Crocodylus niloticus   is a large predator and the recovery of  C. niloticus   numbers in close proximity to an increasing human population often results in fatal conflicts. 2015 statistics compiled within CrocBITE (2013, Sideleau 2016) report 58 fatal and 29 non-fatal  C. niloticus   attacks. However, reporting of attacks, both fatal and non-fatal, is poor across the range states of  C. niloticus,   so these numbers are conservative. It has been estimated that over 250 human fatalities occur each year in Kenya alone (D. Haller pers. comm. 2016). Retaliation killings of crocodiles are common across range states.   Land use  –  Crocodylus niloticus   attack cattle as they drink at the water’s edge. In retaliation, Kenyan pastoralists have started to kill crocodiles using pesticide-laced meat in order to preserve their cattle herd (D. Haller pers. comm. 2016). Furthermore, fishermen trap crocodiles with hooks, nets and laced bait and use the crocodile meat as baits for their fish traps, although considerable effort has been made by the Kenya Wildlife Service and the private sector (Nile Crocodiles Ltd) since 2014 to stop this practice (D. Haller pers. comm. 2016). Similar land use pressures are occurring in Botswana (Shacks 2018), Madagascar (CITES 2016), Namibia (Lyet  et al.   2016), South Africa (Combrink  et al.   2011, Calverley and Downs 2017) and Zimbabwe (Childes  et al.  2016) . Larger anthropogenic interference also alters population processes. For example, the Pongolapoort Dam in Ndumo Game Reserve, completed in 1972, allows artificial control of water flow rates and subsequent flooding. One consequence is that during flood events, the natural watercourse is diverted away from historical nesting grounds (Calverley and Downs 2017).    Food  – unregulated or illegal overfishing in many range states is depleting fish stocks, which could have detrimental effects on  C. niloticus   populations.          Pollution  – Ashton (2010) reported increased nutrient and sediment profiles of the water column of the Olifants River, South Africa due to upstream mining, industrial and agricultural activities, and urbanisation. These have caused isolated large-scale fish mortality incidents. Histopathological investigation of dead crocodiles were found to have fed on these dead fish and succumbed to pansteatitis. Additional mining leases have been granted in the upper Olifants River and unless environmental protection mechanisms are implemented, the aquatic health may continue to decline (Ashton 2010). Similar pollution concerns are being raised in the South East Lowveld region in Zimbabwe, where rivers flow through large sugar plantations and fish health is starting to decline due to contamination with agricultural chemicals and fertilisers (S. Childes pers. comm. 2017). Lead uptake by the ingestion of fishing sinkers has also been reported (Warner  et al.   2016).   Invasive weeds  – In 2001, Leslie and Spotila reported that the invasive Triffid/Siam Weed,  Chromolaena odorata  , is found in Lake St. Lucia within the iSimangaliso (previously Greater St. Lucia) Wetland Park in South Africa. The weed could be detrimental in a number of ways. First, Leslie and Spotila (2001) noted that many females were trying to dig holes to lay their eggs but could not dig through the fibrous root mats. Second, if the roots could be avoided,  Chromolaena odorata   shaded the nests reducing their average temperature by 5-6 o C cooler relative to sun-exposed nests. Like all crocodilians, sex ratios of  C. niloticus   are determined by incubation temperature (Hutton 1987) and nests shaded by  Chromolaena odorata   are below the pivotal (1:1 male:female) ratio leading to a female-biased sex ratio (Leslie and Spotila 2001). Furthermore, as in other crocodilian species, hatchlings resulting from less than ideal incubation conditions can have a higher frequency of abnormalities (Webb  et al  . 1983, Fergusson 1987), in addition to influences on post-hatching body size (Webb  et al  ., 1987; Allsteadt and Lang, 1995), residual yolk mass (Webb  et al  . 1987, Allsteadt and Lang 1995), growth (Hutton 1987, Webb and Cooper-Preston 1989) and thermoregulatory behaviour (Lang 1987). The worst case scenario is complete embryonic developmental failure (death) due to sub-optimal temperatures (Webb and Smith 1984). Ezemvelo KZN Wildlife, the provincial conservation agency, have a programme to annually eradicate  C. odorata   from known  C. niloticus   nesting areas along the Mphathe Stream a few months prior to crocodile nesting. It was found that females do return to cleared sites for oviposition (X. Combrink, pers. comm. 2018).    Habitat destruction  – The habitat of Nile Crocodiles is being modified in numerous ways. For example, the Lake Flag Boshielo dam wall (South Africa) was raised by five meters in 2005 and the resultant rise in water level flooded the existing basking sites of the resident  C. niloticus   population; within four years the population had decreased from 135 individuals to 98, which was also reflected in the adult population (Ashton 2010). A similar situation was reported by Calverley and Downs (2017) in the Ndumo Game Reserve (South Africa) after the construction of Pongolapoort Dam, which artificially controls water flow rates and subsequent flooding that has diverted the natural watercourse away from historical nesting grounds. In contrast, the construction of the Aswan Dam, Egypt have led to population expansions of Nile crocodiles there (M. Ezat pers. comm. 2016). Another example of habitat destruction is in Kenya and Madagascar where people are moving towards the river to cut out small plots to live and grow crops, leading not only reduced crocodile (nesting) habitat but exacerbating human-crocodile conflicts (D. Haller pers. comm. 2016, CITES 2016). Other habitat loss includes siltation of rivers due to anthropogenic factors such as clearing, burning and subsequent erosion (Zisadze-Gandiwa  et al  . 2012, CITES 2016).         ",11.1,Crocodylus niloticus,crocodiles_and_alligators
47143176,threats,Coral reef degradation is a threat for this species across its entire range.,"11.3, 11.5",Emblemariopsis pricei,blennies
48342396,threats,"This species has a very restricted range, with an area of occupancy estimated to be less than 10 km². In the Eastern Tropical Pacific severe localized fish species declines have occurred after strong ENSO events that result in shallow waters that are too warm and nutrient poor for extended periods of time (Edgar  et al.  2009). The frequency and duration of ENSO events in this region of the Eastern Tropical Pacific appears to be increasing (Glynn and Ault 2000, Soto 2001, Chen  et al.  2004). Given this species' restricted distribution and relatively shallow water habitat, oceanographic environmental changes, such as those associated with future ENSO events, may have detrimental effects on the survival of this species.",11.3,Ophioblennius clippertonensis,blennies
61963499,threats,"As the Pacific Walrus is being considered for listing under the US Endangered Species Act, considerable attention has been devoted to identifying and evaluating threats (Garlich-Miller  et al.  2011). The primary threats that have been identified are habitat changes caused by a warming climate and directed harvest.  Global warming and any associated reduction in the extent, timing and characteristics of seasonal sea ice cover could negatively affect Pacific Walruses. Declining sea ice reduces suitable haulout and breeding habitat and limits access to offshore feeding areas (Tynan and DeMaster 1997, Laidre  et al.  2008). The duration of the ice-covered season has already been substantially reduced within the Pacific Walrus range (Laidre  et al . 2015). Global climate models suggest moderate changes for winter-spring ice conditions in the Bering Sea by the mid-2000s (20-30% loss) and major changes by the late-2000s (60-90% loss). Summer sea ice in the Chukchi Sea is predicted to show major losses (&gt;80%) by the mid-2000s (Garlich-Miller  et al.  2011). In prior years, Walrus in the Chukchi Sea spent the summer hauling out mostly on sea ice and foraging over a wide area on the shallow continental shelf (Fay 1982). In recent years with little or no summer ice cover, animals have begun to haul out on land in large groups and go to sea to forage from there (Robards and Garlich-Miller 2013). Coastal haul-outs are less suitable for Walruses because of increased energy required to reach prey resources and mortality due to crowding, disturbance events and predation (Jay  et al.  2011, Garlich-Miller  et al.  2011, MacCracken 2012). Reduced sea ice cover will&#160;also&#160;allow for a greater diversity and intensity of potentially disruptive human activities (e.g., shipping and coastal development) in Pacific Walrus habitat, bringing additional potential threats to the population. As an example, low-level aircraft over-flights and near shore passage of vessels can have serious effects on Walruses at land haul-out sites, as they are highly susceptible to disturbance and easily panicked into stampedes (Fay and Kelly 1980). Mortality of calves on haul-outs caused by trampling could have a substantial effect on the future population size (Udevitz  et al.  2013).  Human harvests have had&#160;major impacts on abundance of Pacific Walrus over the past 200 years (Fay 1982, Fay&#160; et al. &#160;1997).&#160;All Walrus populations were severely depleted by episodic commercial hunting that was heaviest from the 18th through to the mid-20th centuries (Fay 1982). Since the 1970s, the Pacific Walrus has been covered by numerous international and national conservation programs that have eliminated commercial hunting and limited trade (Garlich-Miller&#160; et al. &#160;2011), allowing the population to recover. The Pacific Walrus continues to be an important subsistence resource for indigenous people in coastal Alaska to this day (Robards&#160; et al. &#160;2013), and harvests in recent years are likely to have been sustainable (Garlich-Miller&#160; et al. &#160;2011, Udevitz&#160; et al. 2013). The future, however, is uncertain, and as warming and sea ice declines impact the Walrus population harvest levels could become an important influence (Jay&#160; et al.  2011).  The Pacific Walrus faces additional threats, including environmental contaminants, oil and gas industry activities, fisheries and shipping. These are not considered to represent significant threats to the population at this time, but all of them have potential to impact Pacific Walrus in the future. Of greatest concern is a large oil spill associated with oil and gas development activities or shipping. While the probability of a large oil spill is low, a spill could have significant impacts if it contacted large aggregations of Walrus along the Arctic coast or offshore, or if oil impacted the benthic communities in which they feed (Garlich-Miller  et al.  2011).",11.1,Odobenus rosmarus ssp. divergens,mammals
62030608,threats," The species is at risk from reductions in food supplies due to changes in fishing practices. Reduction in discards has greatly reduced available food in parts of the species range that had seen rapid increases in the previous century. Further, trophic shifts have impacted fishing activity and catch size, which appears to be directly related to colony reproductive success: lower catches are resulting in lower breeding success and the decline of colonies in the UK (Foster  et al.  2017). The species is also vulnerable to collisions with wind turbines (Bradbury  et al.  2014) was the most frequently recorded casualty in a study of 4.7 km of the English coastline over 11 years (Newton and Little 2009). In the past, persecution has represented a significant source of mortality however, the EU directive (2009/147/EC) has made it an offence to kill birds or destroy eggs without license. This has likely resulted in a reduction in mortality due to persecution, however, there is still some level of culling, with 5,000 birds culled under license 2010-12 in the UK (Coulson 2015). The threat is unlikely to disappear, with recent paper calling for lethal controls for closely related  Larus &#160;spp. in Gulf of Maine (Scopel and Diamond 2017) however, this is thought to cause negligible declines. Botulism reports have been increasing in Britain in last 45 years and, despite the number of deaths not having been quantified, it is suggested to have been a factor in the population declines in Britain (Coulson 2015).     ",11.1,Larus argentatus,birds
