iucn_sid,dimension,text,codes,sciname,taxon
161741,threats,"Taken as bycatch by trawl fisheries, including shrimp trawls operating on the continental shelf (D. Ebert pers. obs. 2007). Habitat destruction through industrialization may also be impacting shallow water species such as this off China and Taiwan Island (D. Ebert, C. Vidthaynon pers. obs.).   Commonly captured as bycatch in demersal trawls operating off China (Zhu and Meng 2001), but only of low value. One of three most commonly marketed of dasyatids in China, although no information is available on trends. There are difficulties with accurate identification of Dasyatid species.",5.4.4,Hemitrygon navarrae,sharks_and_rays
161745,threats,"Inshore and offshore mixed species trawl and possibly other demersal fisheries operate throughout its range. Batoids are heavily exploited in the Andaman Sea, where intensive trawl fisheries operate on the western coast of Thailand (Simpfendorfer  et al.  2005). Probably not all bycatch of this species is landed, but survival of discards will presumably be very poor. Landed frequently as utilized bycatch in the Phuket market from Myanmar trawl fisheries, although rare in western collections. Although no specific data are available on the capture of this species, intensive trawl fisheries operate throughout its known geographic range. Electric ray species appear to be generally less common now than previously off Thailand (C. Vidthyanon pers. obs. 2007).",5.4.4,Temera hardwickii,sharks_and_rays
165695,threats,There appear to be no major threats to this species. However habitat degradation has been implicated in causing declines in reef fishes in the Caribbean region (Paddack  et al . 2009). Collection for the aquarium trade is limited and is not considered to be impacting the global population.,5.4.2,Chaetodon capistratus,butterfly_fishes
165834,threats,"There appear to be no major threats to this species. Williams  et al . (2008) reports unpublished 2007 data from the Hawaii Division of Aquatic Resources (HDAR) that this species is targeted by the aquarium trade, and has substantially declined in abundance within normal diving depths on heavily collected reefs.",5.4.2,Apolemichthys arcuatus,angelfishes
166910,threats," This species has drastically declined since the 1980's and is nearly extinct throughout a large portion of its native range in China (thought to represent a majority of this species total range: Wang 1996) and Viet Nam (Dang&#160; et al. &#160;2007). The precise reasons for declines are not clear, but have been attributed to the combined effects of the overfishing of spawning and juvenile individuals, pollution and dam construction, which limits access to critical spawning habitats for this anadromous species (Wang 1996, 2003, Weimin  et al.  2006, Sze-lun 2007, Dang&#160; et al. &#160;2007, Dudgeon 2010). In a recent study on the habitat quality of this species in Chinese rivers, findings suggest that current hydological conditions still are not suitable for this species (Yao  et al.  2017).     ",5.4.2,Tenualosa reevesii,clupeiformes
169955,threats," The greatest threat is the commercial scale exploitation of this species as a human food source. This species is harvested throughout its range, but the main fisheries occur around the United Kingdom, Ireland, France and the Channel Islands (Cobb and Castro 2006). This species was once taken in greater quantities in both Norway and Turkey, but significant declines in population size in the 1960s and 1970s have reduced the annual catch to a fraction of what it was formerly (FAO 2009). However, since the 1980s global landings of this species have been steadily increasing (FAO 2009).  ",5.4.2,Homarus gammarus,lobsters
169993,threats,"Although harvested throughout its range it is not caught in large enough quantities or at high enough intensities to be significantly impacted by this threat. However, there is evidence that fisheries are not adhering to restrictions currently in place which may be impacting the species; for example, in relation to size limits,&#160;Pèrez-González (2008) notes&#160;""during the last three decades, the mean size of the lobster catch decreased significantly in SE Gulf of California, suggesting a low rate of compliance with fishery regulations due to a lack of strict enforcement.""",5.4.2,Panulirus inflatus,lobsters
170020,threats," The main threat facing this species is the increase in the catch and demand within the fisheries sector as described in the Use and Trade section. The decline in the catches of the predominantly harvested Spiny Lobsters ( Panulirus penicillatus  and  P. gracilis ) from a maximum of 85 tonnes of tail in 2000 to 25.7 tonnes in 2005, has coincided with an increase in catch and demand for this species (Hearn and Toral-Granda 2007). The decrease in Spiny Lobster catch together with the progressive and severe depletion of the Sea Cucumber population since 2000, raises concerns as to the sustainability of fisheries as a whole within the GMR (Hearn  et al.  2007).      Hearn and Toral-Granda (2007) encourage a cautious approach to the development of a Slipper Lobster fishery. This species exhibits characteristics such as low fecundity, slow growth, and relatively easy catchability. These factors together with the species possible endemic status, low abundance, its value in relation to the Spiny Lobsters, plus the track record of the local fishing sector in overexploiting their resources all mean that this species is at potential risk of overexploitation.  There are no clearly identified threats from the Mexico part of this species' range, though it should be noted that there are significant fishing industries in this area (FAO 2010). &#160;Although these are often specialised for other species, such as sardines or tuna, lobsters could potentially be taken as by-catch.&#160; ",5.4.4,Scyllarides astori,lobsters
170061,threats," The biggest threat faced by this species is over-exploitation:&#160;In   Panama  , there are already signs that this species has been over-harvested (Guzman  et al.  2008).      In the Galapagos Marine Reserve (GMR), the main threat to this species is the lack of a coordinated harvest management strategy. The human population in the Galapagos is relatively young and is increasing rapidly. The community is characterised by a vicious cycle of rapid expansion, overcapitalization and overexploitation of natural resources. There is no shared vision for sustainable use of island resources (Hearn 2008). Political instability has weakened the institutions charged with the administration of the islands, and the promise of unrestricted fisheries is a guaranteed vote winner. &#160;As a UNESCO World Heritage Site, the GMR has attracted attention from a range of foreign cooperation agencies and NGOs. However, efforts are not always coordinated, and fishing cooperatives have complained about unfulfilled promises (Hearn 2008).&#160; ",5.4.2,Panulirus gracilis,lobsters
170073,threats,"This species is harvested throughout its range. &#160;Overall harvesting does not pose a threat to this species, however it does appear to be more vulnerable in some areas where exploitation is greatest (Caputi&#160; et al . 2008). &#160;Despite coastal development along Western Australia the species does not appear to impacted by this threat (The Fisheries Department 2004).      ",5.4.2,Panulirus cygnus,lobsters
170346,threats,"It is a prized food fish in Japan and probably in China as well. It is caught in the Mekong River of Cambodia and commanded a high price in the Phnom Penh market in 1964 (D'Aubenton and Blanc 1965). It is utilized fresh, dried or salted and smoked and is consumed pan-fried, broiled and baked. However, this species is not currently common in markets in Japan (Uozumi pers comm 2009).",5.4.2,Scomberomorus sinensis,tunas_and_billfishes
173321,threats,"Threats may include coastal development by industry, pipelines, communication cables, mining and dredging. Additional threats include pollution from eutrophication causing seagrass overgrowth and smothering of epiphytes, aquaculture, farming and direct physical damage by recreational and commercial boating activities (Green and Short 2003).",5.4.4,Posidonia kirkmanii,seagrasses
173336,threats,"In Western Australia, human activities such as direct physical damage caused by port and industrial development, pipelines, communication cables, mining and dredging, excessive loads of nutrients causing seagrass overgrowth and smothering of epiphytes, land based activity associated with ports, industry, aquaculture, farming, direct physical damage by recreational and commercial boating activities are threats to seagrasses (Green and Short 2003).",5.4.4,Posidonia angustifolia,seagrasses
173350,threats,"Threats may include coastal development by industry, pipelines, communication cables, mining and dredging. Additional threats include pollution from eutrophication causing seagrass overgrowth and smothering of epiphytes, aquaculture, farming and direct physical damage by recreational and commercial boating activities (Green and Short 2003).",5.4.4,Posidonia denhartogii,seagrasses
173358,threats," Cymodocea serrulata  is threatened by localized coastal development, pollution, dredging, siltation and destructive fishing methods. This species is believed to be sensitive to decreases in salinity (such as those caused by increasing freshwater run-off from hard surfaces).&#160; This species completely disappeared after a cyclone on Magnetic Island, but has completely recovered within 20 years (Birch and Birch 1994).  However, this species is more resilient to sedimentation compared to other coastal seagrass species and is very quick to recover from disturbance.",5.4.4,Cymodocea serrulata,seagrasses
173369,threats,"The main area of disturbance is due to sand mining offshore from south of Perth. Other localized threats may include coastal development by industry, pipelines, communication cables, mining and dredging. Pollution from eutrophication causing seagrass overgrowth and smothering of epiphytes, aquaculture, farming and direct physical damage by recreational and commercial boating activities (Green and Short 2003).",5.4.4,Posidonia coriacea,seagrasses
173379,threats,"There are no known major threats to this species, although localized threats include coastal development, dredging, pollution from eutrophication, aquaculture, an direct physical damage by recreational and commercial boating activities (Green and Short 2003).",5.4.4,Posidonia ostenfeldii,seagrasses
176680,threats,"This species has historically been collected for its skin in the Philippines (Gaulke 1998). But, it is no longer being collected for skins in the Philippines (J. Gatus pers. comm. 2009). In 1993 it was reported that 775,000 skins were found in the leather trade in Indonesia (Lilley 1993). It is unclear if there is continued use of the species for leather in Indonesia.",5.4.2,Cerberus rynchops,seasnakes
176709,threats,"This species occurs in bycatch, though this is not considered a major threat. It is likely impacted by coastal development in the Gulf of Thailand.",5.4.4,Hydrophis brookii,seasnakes
176718,threats,"This species is used for the commercial skin industry. The annual trade in  A. javanicus  (in five cities in East and South Kalimantan, and North Sumatra, Riau (central Sumatra) and South Sumatra, 2005-6) was estimated at around 300,000 individuals from Kalimantan and 30,000 from Sumatra, exceeding the national quota of  200,000 individuals per year (Nijman  et al.  in press).    The biology of  A. javanicus , and the ways in which this species is collected for the commercial skin industry, suggest that the current harvest is unlikely to seriously reduce wild populations (Shine  et al . 1995). The relatively aseasonal precipitation regime in much of its range, the extensive (and largely inaccessible) habitat, the lack of specific and efficient techniques to capture snakes, and the high reproductive output of the snakes are some of the factors contributing to this continued sustainability (Shine  et al . 1995).",5.4.2,Acrochordus javanicus,seasnakes
176733,threats,There are unlikely to be any major threats in Bangledesh (A. Rasmussen. pers. comm. 2009). Bycatch is possibly a threat&#160; in some areas (A. Lobo pers. comm. 2009).,5.4.4,Hydrophis stricticollis,seasnakes
185021,threats,"This species is commercially harvested throughout its range. Landings are said to have declined significantly over the last five years (Stewart 2005). Historically this species was by-catch of the prawn fishery; however in recent years in response to the increased consumer demand, this species is now targeted by fishers. The increased fishing effort has led to significant declines in the catch, and reduced average size of specimens (Stewart, Kennelly and Hoegh-Guldberg 1997, Stewart 2005). However, catch per unit effort data indicates that abundance may in fact be relatively stable (if taken as an index of abudance appropriate to the taxon).&#160; In 1990/1991 the catch of both this species and  Ibacus peronii , totalled around 28 t with an average of 3.885 kg/day. The catch peaked at around 85 t in 1995/1996 with a daily harvest rate of 6.6 kg/day. The annual harvest declined again to 25 t in 1999/2000 with a harvest rate of 1.85 kg/day but rose again to 76 t in 2003/2004 and a harvest rate of 5 kg/day. In 2008/2009 the harvest rate was at a low of 16.7 t but with a harvest rate of 5.33 kg/day (J. Stewart pers. comm. 2009) (Note that  Ibacus peronii  only makes up a small fraction of this two species catch). Much of the landings of this species are taken in Queensland and New South Wales (Haddy, Stewart and Graham 2007).",5.4.2,Ibacus chacei,lobsters
195292,threats, Overfishing is a major threat to this species.&#160; ,5.4.2,Epinephelus quinquefasciatus,groupers
195409,threats," Overfishing is a major threat to this species, and its susceptibility to rapid population decline is increased due to heavy exploitation of spawning aggregations (Bullock  et al . 1992, Sadovy and Eklund 1999). Mangrove coverage, which is responsible for biomass production of this species, has been reduced by at least a third since the 1970s to 1990s, and much more of the habitat is unsuitable as juvenile habitat because of anthropogenic impacts (Sadovy and Eklund 1999, Valiela  et al . 2001, Koenig  et al . 2007, C. Koenig pers. comm. 2018). Multiple cohorts were affected by a cold temperature event in 2010, which caused a die-off of juveniles in the Everglades National Park, Florida (Hallac  et al . 2010). Juveniles have also been impacted by past severe red tide events on the West Florida Shelf (SEDAR47 2016). A study conducted in Florida reported that mean mercury concentrations in individuals of this species were within the range known to cause direct health effects in fish after long-term exposure, and concluded this could cause stress on their populations (Adams and Sonne 2013, Koenig and Coleman 2016). Another study conducted off Belize also found elevated levels of mercury (Evers  et al . 2009). Ongoing research on the impacts from high mercury concentrations indicate that older males in particular suffer liver damage and/or mortality, and that egg viability is reduced (C. Koenig pers. comm. 2018). Another potential threat to the recovering population is inbreeding, and related genetics studies are currently in preparation for publication (C. Koenig pers. comm. 2018).  ",5.4.2,Epinephelus itajara,groupers
196016,threats,"This species is of economic importance due to the demand for the eel-skin leather industry in Korea. It is also targeted as it causes damage to other fishes in nets, and it is used as food in Taiwan, China, and Japan. It has been intensively fished off Korea and Japan and there has been greatly reduced catches in fish size and number over the last 20 years (McMillan and Wisner 2004).",5.4.2,Eptatretus burgeri,hagfishes
196056,threats,"This species is an important commercial species that is targeted along the southeastern coast of Japan. Because of the paucity of the local source of roast hagfish,  Paramyxine atami  sold in Teradomari near Niigata, a large amount of  M. garmani  were imported from Onahama (eastern Japan) to Teradomari  (western Japan) until 1994 in order to supplement the  Paramyxine  catch. However, the hagfish catch off Onahama declined rapidly, perhaps due to overfishing by Japanese and Korean boats off the coast of Fukushima Prefecture (Honma 1998). While catch data is mixed and reported as aggregate for Hagfish, the hag fishery in this region has declined both in terms of numbers of boats and in size of catch (Gorbman  et al . 1990, Honma 1998), but has increased in value.  Mixed hagfish landings data in this region between 1980 and 1995 shows a 70% decline in total hagfish catch (Gorbman  et al.  1990; Honma 1998) and effort has remained consistent through this period, likely as a result of low abundance levels. The fishery has not ceased despite low population levels.",5.4.2,Myxine garmani,hagfishes
196686,threats," This species does not have a restricted range. Due to its likely shallow habitat, it may have been locally threatened by the 2010 oil spill in the Gulf of Mexico in Louisiana and Alabama. Although its habitat may be impacted by coastal development and over-harvesting of oyster reefs, its habitat flexibility permits it to utilize a variety of artificial and natural substrates.&#160; ",5.4.2,Chasmodes longimaxilla,blennies
17367725,threats,"The reasons for the large declines in the Western Steller Sea Lion population are unclear, but they have been the subject of intensive and ongoing investigations. Deliberate killing by fishermen, disease, incidental take by fisheries, and reduced food supply have been suggested as factors that may have contributed to the decline (Lowry   et al.   1989, Loughlin and York 2000) but there is no evidence to suggest that intentional killing of Sea Lions currently occurs at any level that could be limiting recovery. In 2008, the US National Marine Fisheries Service released a Recovery Plan that identified and ranked threats to recovery using a weight of evidence approach to assess the relative impact (NMFS 2008). They recognized three threats as “potentially high”: environmental variability, competition with commercial fisheries, and Killer Whale predation. Atkinson   et al.   (2008) reviewed the suspected anthropogenic sources of mortality for Western Steller Sea Lions and concluded that competition with fisheries and the potential impacts of contaminants could not be excluded as continuing threats to recovery.",5.4.4,Eumetopias jubatus ssp. jubatus,mammals
22680409,threats,"     Levels of hunting in this species are poorly regulated in parts of the range and may be unsustainable in some areas. Two to five percent of the population has been harvested annually in Alaska and Canada in recent years (Powell  et al.  2012), accounting for 16,000 individuals (Rothe  et al . 2015). Harvesting levels can reach 6.9% in the Northwest Territories (Byers and Dickson 2001), while in south west Greenland there has been an estimate of between 10-20% of the winter population killed annually (Hansen 2002). No data is available for Russia. In one study covering the wintering population in southwest Greenland, 22% of adults carried embedded lead shots (Falk  et al.  2006). Lethal and sub-lethal levels of lead have also been detected in related Spectacled Eiders Somateria fischeri in Alaska where they are thought to be reducing survival rates (Grand  et al.  1998, Flint  et al.  2016). Given their overlapping ranges and similar ecologies, King Eiders are likely to be affected in a similar way.   The species is also vulnerable to mortality from bycatch, with 100-200 individuals killed per year around Nuuk, Greenland. Bycatch of all eider species has been reported in Newfoundland, Iceland, Norway, Germany and the Baltic Sea (Merkel 2004). Oil spills poses an additional threat, a small spill in the Pribilof Islands in 1997 caused high Eider mortality. Should an oil spill occur in the eastern Chukchi Sea, a primary staging area for King Eiders during autumn and spring migrations, it would be expected to cause a population decline of between 2.1-3.4% a year in northern Alaska (Bentzen and Powell 2012). Oil fields have been developed in areas where King Eider nests in northern Alaska, but no decline in numbers has been documented (Powell  et al.  2012), with pollution from spills being a greater threat than the disturbance of oil exploration activities and development of platforms. Climate change poses an ongoing and future threat to the species through ocean acidification and habitat shifting. Decreased pH values of seawater may lead to declines in molluscs which are key prey items in eider diets (Steinacher  et al . 2009, USFWS 2010, Carboneras and Kirwan 2017). Remote sensing has shown shrinkage and disappearance of lakes and ponds in Alaska and Siberia (Smith  et al.  2005, Riordan  et al.  2006) which could constitute breeding habitat loss. However, no link between wetland loss and population decline has been demonstrated. Climate change is still predicted to cause dramatic habitat changes in the sensitive Arctic region (Fox  et al.  2015), likely to alter the population dynamics of this high arctic species.      ",5.4.4,Somateria spectabilis,birds
22694296,threats," Population fluctuations are probably caused by the effects of El Niño Southern Oscillation, compounded by over-fishing, on prey abundance and consequently breeding success, and even adult survival (Velarde  et al.  1994, E. Velarde  in litt.  1998, Velarde 1999). During strong El Niño years breeding success collapses to near zero, in comparison to around 0.5 in a typical year, and individual female mass is greatly reduced (Case  et al.  2002).  About 90% of the global population exists on Isla Rasa, a basalt platform of 0.68 km2 and, as such, the occupied breeding range is very small. However, Isla Rasa was declared a sanctuary in 1964 (Anderson  et al.  1976), and has been well-managed during the breeding season by resident biologists, who discourage egg-collecting and disturbance (E. Velarde in litt. 1998, B. Tershy and B. Keitt in litt. 1999). Commercial egg collection prior to the declaration of Isla Rasa as a sanctuary considerably reduced the population (Bowen  et al.  2015). Any weakening of protection on the island may see an increase in egg collection once again, and there is little protection for breeding attempts on other islands, though these are only a small percentage of the population. Introduced black rats  Rattus rattus  and house mice  Mus musculus  were eradicated from Isla Rasa in 1995, and reproductive success in Heermann’s Gulls doubled in the areas where rodents were previously most prevalent (Bowen  et al.  2015). It is likely that these invasive species impact breeding attempts on additional islands.         Heermann’s Gulls may be at risk from pollution, cadmium concentrations during two seasons were found to be above threshold levels for adverse impacts on reproduction and survival, and were the highest recorded in a study of 8 seabird species in coastal Sinaloa (Ceyca  et al.  2016). The impact of this contamination is currently unknown.&#160;   ",5.4.4,Larus heermanni,birds
22694552,threats," Declines in the fish stocks (e.g. sardines) due to overfishing, as well as fluctuations in stock due to El Niño events and sea surface temperature anomalies, cause dramatic fluctuations in the numbers of Elegant Terns, as well as large-scale migrations to new nesting sites. Previously, Elegant terns have shown high fidelity to breeding on Isla Rasa, with 90% of the population breeding on this island prior to 2000, even in adverse years. More recently there has been no successful nesting on Isla Rasa in 2003, 2009, 2010 or 2014 with each of these years being preceded by seasons of particularly high fishing effort. Warm sea surface temperature anomalies are thought to be the main factor determining the proportion of the tern population nesting away from Isla Rasa and the surrounding region, but fishing effort and total landings during the previous year also have a significant impact (Velarde  et al.  2015). Currently, when the sea surface temperature anomaly around Isla Rasa is over 1°C, more than 70% of total Elegant tern nesting population is observed in three Californian colonies, especially in San Diego, compared to less than 20% in years with a sea surface temperature anomaly of less than 1°C (Velarde  et al.  2015). Although human disturbance is not currently a significant threat to this species, as Elegant Terns move to nesting in more populated areas, such as San Diego, the impact of disturbance on nesting birds may increase.     Rats  Rattus  spp. were a problem on Isla Rasa until their successful eradication in 2009, upon which numbers of birds increased five-fold (Samaniego-Herrera  et al.  2011). Rats are unlikely to return to Isla Rasa, but as Elegant Terns move to new, less protected, breeding locations on mainland they may be vulnerable to future impacts of invasive species such as rats. Historically, the Isla Rasa colony was nearly eliminated by eggers. This became illegal in 1960s and ended early 1980s (Velarde  et al.  2015), as such, it is unlikely to return to Isla Rasa, but may pose a threat to new breeding colonies nesting in less well protected areas.     ",5.4.4,Thalasseus elegans,birds
22694837,threats," As Little Auks spend much of their life at sea, including at and below the sea surface, they are vulnerable to both oil spill events and chronic oil pollution (Fort  et al.  2013). The Newfoundland area is subject to chronic oil pollution, with tens of thousands of Little Auks dying in this area annually (Wiese and Robertson 2004). Recent tracking research has indicated that important foraging grounds for the species overlap with expanding oil and gas extraction activities and shipping, which could lead to habitat degradation and species mortality (Fort  et al.  2013). The Little Auk is still hunted in Thule during its short period of presence in the summer, to form the delicacy Kiviaq, now only eaten at important celebrations. It is thought that, in the 1990s, annual take in Greenland was c. 60,000 birds which, due to the global population numbering over 30 million, is not thought to cause significant declines. There is also evidence for mortality due to bycatch, however, estimates for the combined bycatch of all auk species in the Northeast Atlantic is in the thousands (Fangel  et al.  2015), so this is unlikely to be causing declines.    It has been found that Little Auks’ reproductive output and body condition is unaffected by the retreat of sea-ice, due to the use of bathymetric features for foraging, meaning this species will be largely unaffected by the retreat of sea-ice in response to climate change. Further research shows Little Auks are able to switch to feeding in nutrient rich coastal glacier melt-water in cases where sea-ice is absent, maintaining chick growth but showing a 4% decrease in adult body mass (Grémillet  et al.  2015). There is some dispute as to whether changing sea surface temperature will have an effect on the Little Auk. It has been found that foraging plasticity allows Little Auks to feed on the smaller and less lipid-rich copepods found in warmer water without a reduction in fledging success or adult body condition, although this is thought to be at the expense of energy expenditure on other activities (Grémillet  et al.  2012). In contrast to this, Hovinen  et al.  (2014) found adult survival to be negatively correlated with the North Atlantic Oscillation index and local summer sea surface temperatures with a time lag of 2 and 1 years respectively, implying climate change may have a negative effect on the Little Auk population.  ",5.4.4,Alle alle,birds
22696810,threats," Several threats result from the seabird-fishery interactions, including bycatch, resource competition and direct persecution. The global extent of bycatch has not been quantified, but is thought to affect a majority of the population. When Ayala (2012) interviewed 59 fishermen working in the Peruvian anchovy fishery in 2009, 54% of them mentioned seabird bycatch, of which 10% listed Guanay Cormorant among the encountered species. Mangel (2012) reports that Guanay Cormorants and White-chinned Petrels  Procellaria aequinoctialis , made up the majority of total bycatch in Peruvian surface driftnet fishery (targeting sharks and rays). The Guanay Cormorant preys almost exclusively on anchovies (Tovar and Guillén 1987, Barbraud  et al . 2017) and is therefore vulnerable to competition for food with the industrial fishery, resulting in food limitation. Barbraud  et al . (2017) found that the proportion of anchovy biomass removed by fishing is negatively correlated to the abundance of Guanay Cormorants. Direct persecution for consumption still represents a threat with around 20,000 birds taken annually in Northern Peru (P. Majluf  in litt.  2007).    Climatic fluctuations associated with El Niño Southern Oscillation (ENSO) also threaten the species. The 1982-83 El Niño caused total reproductive failure and the death of an estimated 1.7 million adult birds in study sites on the Peruvian coast, resulting in a sharper population decline than any of the other studied species (Tovar and Guillén 1987). Communal diving behaviour and the need to exploit large water columns simultaneously may explain why the impacts of El Niño are particularly severe for this species (Weimerskirch  et al . 2014). ENSO is a naturally occurring phenomenon and population recovery following previous declines suggest the species has a certain capacity to cope with periodical population crashes (Orta  et al . 2018). However, the frequency of ENSO events is expected to increase in concord with future climate change (Timmermann  et al . 1999) and adverse climatic conditions operating in synergy with an intensified industrial fishery and compromised food availability could exhaust the species’ adaptive capacity.    Extensive guano mining in the 19th century caused severe population declines through high levels of constant disturbance, habitat conversion and direct exploitation (Orta  et al . 2018). Unrestrained guano extraction on breeding islands displaced large numbers of birds and caused the loss of entire colonies. Exploitation of guano is still ongoing, but at a much smaller scale and within regulatory frameworks (Duffy 2000).   ",5.4.4,Leucocarbo bougainvilliorum,birds
22696907,threats,"The effects of introduced species on Chatham and Pitt Islands are not known, with birds tending to nest in inaccessible sites. Some nests, however, could be affected by Feral Cats  Felis catus ,&#160;Black Rats  Rattus rattus , Brown Rats  R. norvegicus,&#160; Common Brushtail Possum  Trichosurus vulpecula&#160; and Weka  Gallirallus australis  (Taylor 2000, Bell 2015). Birds are sometimes illegally shot by fishermen (Heather and Robertson 1997, Taylor 2000). A total of 40-80 birds may be caught in crayfish pots annually (Bell and Bell 2000), but changes to fishing practice may have reduced bycatch (Bell 2012). Recent declines could be a response to changes in the marine environment that are affecting food supplies (Bester and Charteris 2005). The species is potentially threatened by climate change because of its geographically bounded distribution to islands with a maximum altitude of 283 m (Birdlife International unpublished data).  ",5.4.4,Phalacrocorax featherstoni,birds
22697619,threats," During El Niño events, the species normally deserts its breeding grounds, causing total mortality of eggs and chicks, and undertakes extensive southward movements in search of food and better environmental conditions (Murphy 1925, Tovar  et al.  1987 and Duffy 1990 in Jeyasingham  et al.  2013). A meta-analysis of past El Niño events affecting Peruvian guano birds revealed average population declines of 17%, and 35% desertion of nesting areas (Duffy 1983). During the less frequent but more severe events (recognisable at c. 12-year intervals), mean population declines of 47% were recorded along with complete nesting failure (Duffy 1983).  Large-scale harvesting of aquatic resources have caused dramatic declines in abundance in the past by limiting prey availability, especially due to competition with the fishery for anchovies (Jahncke  et al.  2004). Bycatch of pelicans by small-scale subsistence fishermen is an ongoing threat, but only affects a minority of the population and has negligible effects on its abundance (Jahncke  et al.  2001).   ",5.4.4,Pelecanus thagus,birds
22697758,threats,"The current global population is exhibiting a net increase, while that portion in the northern Antarctic Peninsula is beginning to stabilize after decades of significant decrease (Fountain  et al.  2016). Computer modelling work suggests that these trends will continue in the near term but net population change may reverse in the future if climate change continues on its current track. An analysis carried out by Ainley  et al.  (2010) suggests that all colonies north of 67-68°S could be lost by the time that Earth's average tropospheric temperature reaches 2°C above pre-industrial levels, with negative impacts on all colonies north of 70°S, despite limited growth south of 73°S. In this study, 2042 is the median year (range 2025-2052) at which a 2°C warming is predicted, based on the four climate models in the IPCC Fourth Assessment Report (AR4) that most closely replicate recent environmental conditions and trends in the Southern Ocean (Ainley  et al.  2010). Colonies experiencing novel conditions due to increased sea surface temperature were found to be declining or to have an unknown trend, strongly supporting ongoing environmental changes as a driver of population decline in the species (Cimino  et al.  2016). Furthermore, annual migration and winter survival may be negatively affected by decreases in sea ice coverage at northern latitudes (Ainley  et al.  2010, Ballard  et al.  2010, Hinke  et al.  2014). However, a simple latitudinal gradient in sea ice loss is unlikely, as warming so far has been regional in the Antarctic (Zwally  et al.  2002, Turner  et al.  2009, Trathan  et al.  2011, Fretwell  et al.  2012). During the summer, nesting habitat could be affected by an increase in the incidence of severe snowfall (Fraser  et al.  2013). On the basis of this and more recent (Cimino  et al.  2016) modelling work, as well as continued revelations concerning climate change (e.g. Fraser  et al . 1992, 2013, Trathan  et al.  2015), it will be vital to periodically review population responses to ongoing climate variability and change. Flightlessness and proximity to Antarctic stations and associate traffic makes the species susceptible to pollution (Culik  et al.  1991) and has previously suffered mortality from oiling, with the 1989 Bahia Paraiso oil spill near Palmer (Culik  et al.  1991) estimated to have killed 16% of local penguins. The risk of future spills remains, with potential for similar local scale impacts (J. Croxall  in litt.  2017).  The location of research stations near colonies has also led to reductions in suitable ground for breeding, excessive visits to colonies and disturbance caused by aircraft movements (del Hoyo  et al.  1992), although the impact of disturbance in relation to environmental conditions appears to vary with location (Bricher  et al.  2008) and only impacts a small minority of sites. Human impacts potentially include disturbance from tourists, scientists, construction of new science facilities and fisheries, particularly those targeting Antarctic krill. Harvesting of krill could be a threat, if management does not adequately take into account the needs of species that feed upon krill (Agnew 1997). However, relevant (overlapping) fisheries are CCAMLR-regulated and unlikely to overlap with a majority of the population (J. Croxall  in litt.  2017). Protection of habitat on land and at sea remains important, with the designation of appropriate protection for transit, foraging and rafting areas at sea.",5.4.4,Pygoscelis adeliae,birds
22697761,threats,"Climate change is potentially the greatest threat to this species at present and in the future. It is thought to impact reproductive success through incurring changes in abundance and distribution of krill (Trivelpiece  et al.  2011, Clucas  et al.  2014), though these effects have been noted only in parts of the range (Lynch  et al.  2016). Changes in krill biomass and availability resulting from habitat shifts are thought to be driving rapid declines at a number of colonies (Barbosa  et al.  2012, Lynch  et al.  2012, Naveen  et al.  2012, Dunn  et al.  2016). In addition, there is considerable overlap between the expanding krill fishery and the species’s foraging distribution, hence there is potential for resource competition, potentially aggravating the climatic effects on krill availability (Hinke 2017).  Volcanic activity during the 2016 moulting season at Zavodovski and Bristol in the South Sandwich Islands could have had severe impacts on the large colonies residing there, and surveys of the breeding colonies at the South Sandwich Islands should be repeated. If large numbers are found to have been killed by the volcanic event, and if declines elsewhere on the Antarctic Peninsula continue, the species may warrant uplisting.  Human impacts potentially include disturbance from tourists, scientists, construction of new science facilities and fisheries. However, only a very small percentage of the global population is exposed to human intrusion and there is currently no documented evidence of population-level impacts (J. Croxall  in litt.  2017).",5.4.4,Pygoscelis antarcticus,birds
22697782,threats,"The main threats are commercial fisheries, oceanographic changes, and oil spills (Mattern 2013). The Snares Islands are the site of a large squid fishery, which affects the Snares Penguin through resource competition (Ellis  et al.  1998; Crawford  et al.  2017) while bycatch in set net fisheries is also a known source of mortality (Crawford  et al.  2017). Both of these threats have the potential to drive significant declines, but do not seem to be doing so at present.  There are no introduced predators on the Snares Islands and consequently the possibility of the accidental introduction of mammals is a continual concern (Mattern 2013). The probability of colonisation is low due to the biosecurity measures in place and rats or mice, the most likely species to colonise appear to have minimal impact on other  Eudyptes  species. However, other members of the genus in the region have undergone considerable long-term declines ( E. sclateri ,  E. chrysocome ), perhaps due to oceanic warming and the associated change in distribution of prey species (Ellis&#160; et al. 1998, Morrison&#160; et al.&#160; 2015), hence continued monitoring of the population is essential.  ",5.4.4,Eudyptes robustus,birds
